registro_sistema,titulo,sub_titulo,assunto,autor,tipo_material,quantidade,ano,edicao,editora,isbn,issn,id_exemplar,codigo_barras,colecao,biblioteca,status_material,localizacao,texto_busca
48622,Planejamento e programação em saúde :,um enfoque estratégico /,Saúde -#$&Planejamento.#$&Saúde pública.#$&Política de saúde.,,Livro,15,c1989.,,"Cortez :#$&Abrasco,",852490190X,,1243217,2016034282,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,614 P712,planejamento e programação em saúde : um enfoque estratégico / saúde -#$&planejamento.#$&saúde pública.#$&política de saúde.
48814,"O livro, a literatura e o computador /",,Livros e leitura -#$&Efeito das inovações tecnológicas.#$&Sistemas hipertexto.#$&Bibliotecas digitais.,"Bellei, Sérgio Luiz Prado.",Livro,6,2002.,,"Educ,",8528302687 (broch.),,1154783,2014071799,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,371 B439l,"o livro, a literatura e o computador / nan livros e leitura -#$&efeito das inovações tecnológicas.#$&sistemas hipertexto.#$&bibliotecas digitais."
48992,"Fundamentos computacionais, algoritmos e estrutura de dados /",,Algoritmos.#$&Estruturas de dados (Computação),"Swait, Joffre Dan.",Livro,3,c1991.,,Makron Books :,0074606107 : (broch.),,1294929,2018014001,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.421 S971f,"fundamentos computacionais, algoritmos e estrutura de dados / nan algoritmos.#$&estruturas de dados (computação)"
51027,Redes de acesso em telecomunicações:,"metálicas, ópticas, hfc, estruturadas, wireless, xdsl, wap, ip, satélites /",Telecomunicações.#$&Telecomunicações -#$&Inovações tecnológicas.,"Toledo, Adalton Pereira de.",Livro,5,2001.,,"Makron Books,",8534613478,,1371897,2022029221,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,621.39 T649r,"redes de acesso em telecomunicações: metálicas, ópticas, hfc, estruturadas, wireless, xdsl, wap, ip, satélites / telecomunicações.#$&telecomunicações -#$&inovações tecnológicas."
52109,PC-guia prático de manutenção /,,Microcomputador -#$&Manutenção e reparos.,"Boyce, Jim,",Livro,2,1994.,,"Ciência Moderna,",,,1243563,2016034348,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004 B789p,pc-guia prático de manutenção / nan microcomputador -#$&manutenção e reparos.
52119,Álgebra linear com aplicações /,,Álgebra linear.#$&Matemática.#$&Informática.,"Anton, Howard.",Livro,188,2001.,8. ed. -,"Bookman,",9788573078473,,1237598,2016006269,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,512.64 A635a 8.ed.,álgebra linear com aplicações / nan álgebra linear.#$&matemática.#$&informática.
53069,Segurança e auditoria da tecnologia da informação /,,Auditoria.#$&Processamento eletrônico de dados -#$&Medidas de segurança.#$&Tecnologia da informação.,"Dias, Claudia.",Livro,6,c2000.,,"Axcel Books,",8573231319 (broch.),,1393328,2023014176,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.056:681.3 D541s,segurança e auditoria da tecnologia da informação / nan auditoria.#$&processamento eletrônico de dados -#$&medidas de segurança.#$&tecnologia da informação.
55693,Açudes e xerófilas :,maiores riquezas de nossos ecossistemas /,"Barragens e açudes -#$&Brasil, Nordeste.#$&Tamareiras -#$&Brasil, Nordeste.#$&Xerófito -#$&Brasil, Nordeste.","Guerra, Paulo de Brito,",Livro,4,1983.,2. ed. -,"ESAM :#$&Fundação Guimarães Duque,",,,1000014,2012051302,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,08(Mossoroense) G934a 2.ed. MOSS,"açudes e xerófilas : maiores riquezas de nossos ecossistemas / barragens e açudes -#$&brasil, nordeste.#$&tamareiras -#$&brasil, nordeste.#$&xerófito -#$&brasil, nordeste."
57007,C Library bibliotecas /,,C (Linguagem de programação de computador)#$&Linguagem de programação.,"Jamsa, Kris A.,",Livro,3,1988.,,"McGraw-Hill,",,,1348487,2020005482,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 J32c,c library bibliotecas / nan c (linguagem de programação de computador)#$&linguagem de programação.
57012,C avançado :,guia do usuário /,C (Linguagem de programação de computador).#$&Linguagem de programação (Computadores).#$&Ciência da computação.,"Schildt, Herbert, ",Livro,5,c1987.,,"Mcgraw-Hill,",,,1348380,2020005489,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 S334c,c avançado : guia do usuário / c (linguagem de programação de computador).#$&linguagem de programação (computadores).#$&ciência da computação.
57014,TURBO C : guia de referência básica /,,Turbo C (Linguagem de programação de computador)#$&C (Linguagem de programação de computador).,"Schildt, Herbert, ",Livro,3,1989.,,"McGraw-Hill,",,,1096775,2013111557,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 S334t,turbo c : guia de referência básica / nan turbo c (linguagem de programação de computador)#$&c (linguagem de programação de computador).
57166,Projeto lógico e projeto físico de bancos de dados /,,Banco de dados.#$&Computação.#$&Projetos de banco de dados.,"Setzer, Valdemar W.",Livro,2,1986.,,"UFMG,",,,1096830,2013111553,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.6 S495p,projeto lógico e projeto físico de bancos de dados / nan banco de dados.#$&computação.#$&projetos de banco de dados.
57176,Computação gráfica :,interfaces em sistemas de computação gráfica /,Computação gráfica.,"Magalhães, Léo Pini.",Livro,2,1986.,,"Ed. da UNICAMP,",,,1096779,2013111552,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.92 M188c,computação gráfica : interfaces em sistemas de computação gráfica / computação gráfica.
57232,Programação estruturada com estudos de casos em Pascal/,,PASCAL (Linguagem de programação de computador).#$&Linguagem de programação (Computadores).,"Collins, Willian.",Livro,3,1988.,,"McGraw-Hill,",,,1110728,2014018761,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 C699p,programação estruturada com estudos de casos em pascal/ nan pascal (linguagem de programação de computador).#$&linguagem de programação (computadores).
57267,Modelagem e projetos baseados em objetos /,,Engenharia de sistemas.#$&Projeto de sistemas.,,Livro,7,1994.,,"Campus,",857001841X,,1232358,2016019281,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.414.2 M691,modelagem e projetos baseados em objetos / nan engenharia de sistemas.#$&projeto de sistemas.
57692,Estruturas de dados usando C /,,C (Linguagem de programação de computador).#$&Estruturas de dados (Computação),"Tenenbaum, Aaron M.",Livro,4,1995.,,"Pearson Makron Books,",9788534603485,,1294933,2018014003,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 T292e,estruturas de dados usando c / nan c (linguagem de programação de computador).#$&estruturas de dados (computação)
58205,Aspectos teóricos da computação /,,Computação -#$&Teoria.#$&Processamento eletrônico de dados.#$&Teoria dos grafos.#$&Algoritmos.#$&Robôs.,,Livro,2,c1979.,,"IMPA,",,,1241964,2016033748,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004:519.6 A838,aspectos teóricos da computação / nan computação -#$&teoria.#$&processamento eletrônico de dados.#$&teoria dos grafos.#$&algoritmos.#$&robôs.
58638,Introduction to the theory of systems /,,Sistema linear.#$&Sistemas -#$&Teoria.,"Kupka, Ivan.",Livro,2,[1987?].,,"IMPA,",8524400315 (broch.).,,1291373,2018010198,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,519.7 K96i,introduction to the theory of systems / nan sistema linear.#$&sistemas -#$&teoria.
60327,Técnicas de programação :,uma abordagem estruturada /,Programação (Computadores).#$&Programação estruturada.,"Saliba, Walter Luiz Caram.",Livro,5,c1993.,,"Makron Books,",0074607316 (broch.),,786229,2000011705,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,ESPECIAL,004.43 S165t,técnicas de programação : uma abordagem estruturada / programação (computadores).#$&programação estruturada.
61146,Estruturas de dados e seus algoritmos /,,Estrutura de dados.#$&Algoritmos.,"Szwarcfiter, Jayme Luiz.",Livro,2,c1994.,,"LTC,",8521610149 (broch.).,,1257289,2017014110,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 S998e,estruturas de dados e seus algoritmos / nan estrutura de dados.#$&algoritmos.
62384,Introdução a programação linear /,,Programação linear.,"Puccini, Abelardo de Lima,",Livro,9,1972.,1. ed. -,"Livros Técnicos e Científicos,",,,1275129,2017034757,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,519.852 P977i 1.ed.,introdução a programação linear / nan programação linear.
63298,Fortran-monitor :,princípios /,Linguagem de programação de computador.#$&FORTRAN -#$&Linguagem de programação de computador.,"Pacitti, Tercio,",Livro,6,1974.,3. ed. rev. ampl. -,"Livros Técnicos e Científicos,",(broch.).,,1260320,2017018897,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 P118f 3.ed.,fortran-monitor : princípios / linguagem de programação de computador.#$&fortran -#$&linguagem de programação de computador.
63403,Introdução à sistemas de bancos de dados /,,Bancos de Dados.#$&Ciência da Computação.#$&Informática.,"Date, C. J.",Livro,2,1990.,8. ed. -,"Campus,",8570015968,,785403,2000010862,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.6 D232i 8.ed.,introdução à sistemas de bancos de dados / nan bancos de dados.#$&ciência da computação.#$&informática.
64361,Signals & systems /,,Processamento de sinais -#$&Tecnicas digitais.#$&Teoria dos sinais (Telecomunicações)#$&Analise de sistemas.,"Oppenheim, Alan V.,",Livro,5,1997.,2nd. ed. -,"Prentice Hall,",0138147574 : (Enc.),,1162142,2014077336,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,621.391 O62s 2.ed.,signals & systems / nan processamento de sinais -#$&tecnicas digitais.#$&teoria dos sinais (telecomunicações)#$&analise de sistemas.
64926,"Circuitos, dispositivos e sistemas :",um curso de introdução á engenharia elétrica /,Engenharia elétrica.#$&Circuitos elétricos.,"Smith, Ralph J.",Livro,10,c1975.,,"Livros Técnicos e Científicos,",,,1411899,2024009875,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,621.3 S651c,"circuitos, dispositivos e sistemas : um curso de introdução á engenharia elétrica / engenharia elétrica.#$&circuitos elétricos."
65616,A transformação da gestão de hospitais na américa latina e caribe /,,Administração hospitalar.#$&Gestão em saúde.#$&Gestão de qualidade.#$&Sistemas de informação hospitalar.,Organização Pan-Americana da Saúde.,Livro,17,2004.,,"OPAS,",8587943367 (broch.),,1210679,2016000328,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,614 O68t,a transformação da gestão de hospitais na américa latina e caribe / nan administração hospitalar.#$&gestão em saúde.#$&gestão de qualidade.#$&sistemas de informação hospitalar.
65944,Telecomunicações avançadas :,sistemas e tecnologia/,Telecomunicações.#$&Sistemas de telecomunicação.,"Picquenard, Armel,",Livro,2,1978.,,"Ed. Nacional,",,,1258744,2017016054,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,621.39 P585t,telecomunicações avançadas : sistemas e tecnologia/ telecomunicações.#$&sistemas de telecomunicação.
66339,Tratamento de águas :,"destinadas a alimentação de caldeiras a vapor, aos circuitos de refrigeração e as redes de distribuição de águas industriais e potáveis /",Águas -#$&Purificação.,"Germain, Louis.",Livro,9,1972.,,"Polígono,",,,1000585,2012052117,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,628.16 G372t,"tratamento de águas : destinadas a alimentação de caldeiras a vapor, aos circuitos de refrigeração e as redes de distribuição de águas industriais e potáveis / águas -#$&purificação."
68217,"Introdução à teoria de autômatos, linguagens e computação /",,Teoria dos autômatos.#$&Linguagens formais.#$&Complexidade computacional.,"Hopcroft, John E.,",Livro,28,2002.,,"Campus,",8535210725,,1141092,2014060821,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 H791i,"introdução à teoria de autômatos, linguagens e computação / nan teoria dos autômatos.#$&linguagens formais.#$&complexidade computacional."
68792,Sistema de dados e informações da extensão :,base operacional de acordo com o Plano Nacional de Extensão /,Extensão universitária.#$&Universidade.#$&Ensino superior.,,Livro,17,2001.,,"Mec,",(broch.).,,1251364,2017006902,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,378 S623 v.1,sistema de dados e informações da extensão : base operacional de acordo com o plano nacional de extensão / extensão universitária.#$&universidade.#$&ensino superior.
68968,Conservação da biodiversidade em ecossistemas tropicais :,avanços conceituais e revisão de novas metodologias de avaliação e monitoramento /,Diversidade biológica.#$&Ecossistema -#$&Conservação.#$&Ecossistema -#$&Monitoramento ambiental.,,Livro,4,2001.,,"Vozes,",8532625290(Enc.).,,1125478,2014034566,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,574.4 C755,conservação da biodiversidade em ecossistemas tropicais : avanços conceituais e revisão de novas metodologias de avaliação e monitoramento / diversidade biológica.#$&ecossistema -#$&conservação.#$&ecossistema -#$&monitoramento ambiental.
69382,Introdução à computação gráfica /,,Computação gráfica.,"Persiano, Ronaldo Cesar Marinho.",Livro,2,1988.,,"Livros Técnicos e Científicos :#$&IBPI,",8521605951 (broch.).,,1096783,2013111550,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 P466i,introdução à computação gráfica / nan computação gráfica.
69548,MODEM :,o guia de referência completo /,Modem.#$&Sistemas de transmissão de dados.#$&Computadores -#$&Equipamento de entrada e saída.,"Held, Gilbert,",Livro,2,1992.,,"Campus,",8570017170 : (broch.),,1379142,2023003741,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004 H474m,modem : o guia de referência completo / modem.#$&sistemas de transmissão de dados.#$&computadores -#$&equipamento de entrada e saída.
69707,Dados climáticos e sua utilização na atividade leiteira/,,Bioclimatologia.#$&Bovino de leite -#$&Fatores climáticos,,Livro,3,2003.,1.ed.,"Embrapa Gado de Leite,",8585748494,,933211,2011010051,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,ESPECIAL,551.586 D121 1.ed.,dados climáticos e sua utilização na atividade leiteira/ nan bioclimatologia.#$&bovino de leite -#$&fatores climáticos
70147,Tecnologia da informação para gestão :,transformando os negócios na economia digital /,Administração -#$&Informação.#$&Sistemas de recuperação da informação -#$&Tecnologia#$&Tecnologia da informação.#$&Sistemas de informação gerencial.,"Turban, Efraim",Livro,14,2004.,3. ed. -,"Bookman,",8536303417 (enc.),,1318677,2019009782,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,658.512.2 T931t 3.ed.,tecnologia da informação para gestão : transformando os negócios na economia digital / administração -#$&informação.#$&sistemas de recuperação da informação -#$&tecnologia#$&tecnologia da informação.#$&sistemas de informação gerencial.
